Customer ID,Restaurant Name,Cuisine Type,Cost of the order,Day of the week,Rating,Food preparing time,Delivery time,Total time
77793,The Meatball Shop,Italian,29.15,Weekend,5,23,30,53
403019,S'MAC,American,15.47,Weekday,5,31,32,63
141918,S'MAC,American,12.37,Weekend,4,30,28,58
148320,Tamarind TriBeCa,Indian,16.49,Weekday,4,31,28,59
164016,Blue Ribbon Fried Chicken,American,24.3,Weekday,5,20,27,47
197832,The Meatball Shop,Italian,14.84,Weekend,5,20,28,48
114919,Yama Japanese Restaurant,Japanese,25.27,Weekend,4,30,16,46
94152,The Meatball Shop,Italian,17.08,Weekday,5,22,26,48
384571,Blue Ribbon Fried Chicken,American,22.31,Weekday,5,28,27,55
347263,Dos Caminos,Mexican,12.08,Weekday,5,26,26,52
169478,RedFarm Broadway,Chinese,12.61,Weekend,4,32,17,49
241719,Blue Ribbon Sushi Izakaya,Japanese,13.1,Weekday,5,24,28,52
59181,RedFarm Hudson,Chinese,12.13,Weekend,5,28,29,57
376381,Shake Shack,American,8.25,Weekend,4,30,15,45
366975,Blue Ribbon Sushi Bar & Grill,Japanese,16.39,Weekend,5,31,18,49
221430,Han Dynasty,Chinese,14.75,Weekend,4,30,16,46
67647,J. G. Melon,American,12.66,Weekend,4,23,20,43
39011,Mamoun's Falafel,Mediterranean,9.07,Weekend,4,20,24,44
347263,Hummus Place,Middle Eastern,16.15,Weekend,4,30,28,58
93133,Nobu Next Door,Japanese,29.29,Weekday,4,30,24,54
64830,Cafeteria,American,20.47,Weekday,3,32,24,56
104548,Tarallucci e Vino Restaurant,Italian,11.59,Weekend,4,21,15,36
65779,The Kati Roll Company,Indian,24.35,Weekday,5,33,29,62
149984,Sushi of Gari 46,Japanese,16.44,Weekend,4,24,27,51
304291,P.J. Clarke's,American,5.92,Weekday,3,33,30,63
199735,The Meatball Shop,Italian,14.12,Weekend,5,32,18,50
143796,S'MAC,American,5.92,Weekday,4,34,30,64
42755,Blue Ribbon Fried Chicken,American,13.0,Weekend,4,29,30,59
68103,The Meatball Shop,Italian,21.83,Weekend,4,30,20,50
348787,Otto Enoteca Pizzeria,Italian,16.15,Weekend,5,35,22,57
35774,The Meatball Shop,Italian,12.23,Weekday,5,28,33,61
203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,24.3,Weekday,4,21,33,54
167136,ilili Restaurant,Middle Eastern,29.05,Weekend,4,24,29,53
57943,Shake Shack,American,15.76,Weekend,3,35,29,64
397362,TAO,Japanese,8.1,Weekend,5,32,16,48
47280,Blue Ribbon Sushi,Japanese,12.18,Weekend,5,34,29,63
268365,Cafe Mogador,Middle Eastern,25.17,Weekend,4,23,30,53
114247,Shake Shack,American,20.23,Weekend,4,32,18,50
110138,Saravanaa Bhavan,Indian,9.12,Weekday,5,28,28,56
91958,TAO,Japanese,12.18,Weekday,4,26,33,59
145389,Westville Hudson,American,20.23,Weekday,5,31,29,60
122609,Blue Ribbon Sushi Izakaya,Japanese,24.25,Weekend,5,33,21,54
121476,Blue Ribbon Fried Chicken,American,16.2,Weekend,4,32,23,55
96877,Melt Shop,American,9.12,Weekday,4,29,33,62
304449,Friend of a Farmer,American,9.75,Weekend,4,26,30,56
53289,The Loop,Japanese,31.38,Weekend,4,26,24,50
137617,Blue Ribbon Fried Chicken,American,24.3,Weekend,5,34,21,55
69713,The Meatball Shop,Italian,19.35,Weekend,5,21,23,44
93065,Han Dynasty,Chinese,14.16,Weekend,4,30,23,53
353676,indikitch,Indian,9.26,Weekend,5,33,26,59
104555,Sushi of Gari,Japanese,32.98,Weekend,4,34,21,55
154022,Blue Ribbon Sushi Bar & Grill,Japanese,12.18,Weekend,5,22,18,40
351799,Sushi of Gari Tribeca,Japanese,9.55,Weekend,4,35,25,60
347263,Hangawi,Korean,6.74,Weekend,4,21,22,43
152786,Cafe Habana,Mexican,14.07,Weekend,4,26,21,47
103500,RedFarm Hudson,Chinese,14.02,Weekend,4,29,22,51
100527,Empanada Mama (closed),Mexican,5.92,Weekday,3,34,25,59
60835,Nobu Next Door,Japanese,12.46,Weekend,4,35,28,63
55227,Sushi of Gari Tribeca,Japanese,29.2,Weekend,5,32,22,54
41409,Nobu Next Door,Japanese,15.76,Weekday,4,33,31,64
232035,Balade,Middle Eastern,9.22,Weekday,5,25,24,49
173667,Osteria Morini,Italian,8.88,Weekend,4,34,26,60
242689,The Odeon,American,13.92,Weekend,4,34,23,57
67845,RedFarm Hudson,Chinese,29.34,Weekend,5,27,29,56
233614,Yama 49,Japanese,22.36,Weekend,5,33,25,58
97079,Donburi-ya,Japanese,5.77,Weekend,5,27,29,56
97346,Osteria Morini,Italian,12.13,Weekend,5,22,26,48
87603,The Meatball Shop,American,6.69,Weekend,4,27,27,54
203370,Chipotle Mexican Grill $1.99 Delivery,Mexican,15.57,Weekend,4,31,20,51
53289,The Loop,Japanese,4.66,Weekend,5,34,25,59
360844,RedFarm Broadway,Chinese,19.35,Weekend,5,33,18,51
84087,The Meatball Shop,Italian,8.78,Weekday,5,34,33,67
133202,Blue Ribbon Sushi,Japanese,9.17,Weekend,4,27,29,56
63141,Shake Shack,American,29.1,Weekend,4,23,28,51
139827,RedFarm Hudson,Chinese,5.77,Weekend,4,33,28,61
148499,Posto,Italian,24.25,Weekend,4,23,25,48
110091,The Meatball Shop,Italian,9.41,Weekday,5,30,32,62
52256,Han Dynasty,Chinese,29.15,Weekend,4,31,19,50
142273,Pepe Rosso To Go,Italian,15.57,Weekend,5,29,27,56
87006,Nobu Next Door,Japanese,11.59,Weekend,5,26,24,50
141445,Parm,Italian,16.3,Weekend,3,26,23,49
66505,Mamoun's Falafel,Mediterranean,12.18,Weekday,5,25,30,55
113972,RedFarm Hudson,Chinese,12.08,Weekday,4,21,26,47
291891,The Kati Roll Company,Indian,17.03,Weekend,5,24,22,46
105614,Terakawa Ramen,Japanese,8.54,Weekday,3,27,25,52
87006,Nobu Next Door,Japanese,6.74,Weekend,4,31,29,60
41249,Kambi Ramen House,Japanese,32.93,Weekend,5,35,19,54
42018,Blue Ribbon Sushi,Japanese,12.18,Weekday,4,34,32,66
79215,Blue Ribbon Sushi,Japanese,12.23,Weekend,3,33,21,54
92806,Shake Shack,American,14.94,Weekday,4,33,31,64
349123,Shake Shack,American,12.95,Weekday,5,20,30,50
60873,Jack's Wife Freda,Mediterranean,25.17,Weekday,4,31,25,56
87727,Blue Ribbon Sushi,Japanese,13.87,Weekend,4,28,28,56
77544,Shake Shack,American,24.3,Weekend,4,35,16,51
365469,Wo Hop Restaurant,Chinese,14.16,Weekend,4,22,16,38
143984,The Smile,American,25.17,Weekend,3,31,15,46
87357,Shake Shack,American,31.43,Weekend,5,30,19,49
54093,Shake Shack,American,13.0,Weekend,4,20,18,38
122852,Blue Ribbon Fried Chicken,American,24.2,Weekend,4,28,29,57
284455,Shake Shack,American,12.66,Weekend,5,35,24,59
117810,Momoya,Japanese,6.84,Weekday,4,21,24,45
100778,Spice Thai,Thai,15.86,Weekend,4,34,25,59
362842,Cafe Habana,Mexican,9.75,Weekday,5,34,30,64
97346,da Umberto,Italian,7.61,Weekend,5,23,26,49
208020,Sushi of Gari 46,Japanese,29.05,Weekend,4,21,23,44
165110,Room Service,Thai,22.31,Weekend,4,22,15,37
52832,Dickson's Farmstand Meats,American,15.72,Weekend,4,23,28,51
405334,TAO,Japanese,25.22,Weekend,4,26,16,42
77306,Xi'an Famous Foods,Chinese,24.3,Weekend,4,32,29,61
88201,J. G. Melon,American,8.35,Weekend,5,29,23,52
88185,Momoya,Japanese,22.85,Weekend,4,32,17,49
369452,UVA Wine Bar & Restaurant,Italian,29.15,Weekend,5,29,30,59
141576,Blue Ribbon Sushi Bar & Grill,Japanese,19.35,Weekday,5,23,28,51
126134,Jack's Wife Freda,Mediterranean,32.93,Weekend,3,21,16,37
97370,Momoya,Japanese,14.21,Weekend,4,24,30,54
52832,Donburi-ya,Japanese,15.86,Weekday,5,28,28,56
86233,TAO,Japanese,15.28,Weekend,4,33,22,55
348096,The Meatball Shop,Italian,12.13,Weekend,5,34,16,50
232542,The Meatball Shop,Italian,22.36,Weekend,4,35,21,56
237616,Shake Shack,American,5.68,Weekend,4,26,18,44
68775,Sushi of Gari Tribeca,Japanese,29.15,Weekend,4,22,17,39
374826,Waverly Diner,American,22.8,Weekend,4,25,21,46
381020,The Meatball Shop,Italian,19.45,Weekend,5,21,19,40
150865,Vanessa's Dumpling House,Chinese,15.52,Weekend,5,20,23,43
60845,Blue Ribbon Sushi,Japanese,25.27,Weekend,3,20,20,40
94480,The Meatball Shop,Italian,32.93,Weekend,5,34,29,63
61181,S'MAC,American,24.2,Weekend,5,28,17,45
93505,Rubirosa,Italian,24.2,Weekend,5,31,15,46
182080,Shake Shack,American,14.65,Weekday,4,26,33,59
370053,Shake Shack,American,12.08,Weekend,3,29,24,53
60052,Rubirosa,Italian,5.77,Weekend,4,27,21,48
270444,P.J. Clarke's,American,4.71,Weekend,4,23,15,38
106968,Blue Ribbon Fried Chicken,American,8.78,Weekend,4,22,26,48
186473,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekend,3,34,25,59
53503,RedFarm Broadway,Chinese,12.23,Weekend,4,21,21,42
356195,Blue Ribbon Fried Chicken,American,29.15,Weekday,5,20,29,49
105460,Burger Joint,American,13.1,Weekend,4,22,18,40
121905,Chipotle Mexican Grill $1.99 Delivery,Mexican,22.26,Weekend,4,21,21,42
70456,Parm,Italian,12.56,Weekday,4,32,28,60
62626,Sushi of Gari 46,Japanese,13.05,Weekend,4,24,22,46
242754,Rubirosa,Italian,13.92,Weekend,4,29,27,56
229946,Balthazar Boulangerie,French,21.39,Weekend,4,35,29,64
216438,Blue Ribbon Sushi,Japanese,29.25,Weekend,4,33,17,50
101202,Burger Joint,American,12.18,Weekend,4,35,15,50
175290,Shake Shack,American,12.18,Weekend,4,26,25,51
201471,ilili Restaurant,Middle Eastern,12.66,Weekend,5,21,15,36
80531,RedFarm Hudson,Chinese,12.18,Weekend,4,24,27,51
74707,Bareburger,American,8.63,Weekend,4,21,22,43
334373,Tamarind TriBeCa,Indian,12.18,Weekend,4,26,30,56
241719,Sushi of Gari Tribeca,Japanese,14.12,Weekend,5,21,29,50
58898,Blue Ribbon Sushi,Japanese,16.93,Weekend,4,30,25,55
379538,Parm,Italian,6.79,Weekend,3,21,30,51
174437,Han Dynasty,Chinese,29.2,Weekend,4,26,30,56
325285,RedFarm Broadway,Chinese,14.02,Weekday,4,25,26,51
84502,Nobu Next Door,Japanese,25.17,Weekend,4,31,29,60
60052,RedFarm Broadway,Chinese,12.61,Weekend,5,28,21,49
140477,Serafina Fabulous Pizza,Italian,13.68,Weekend,5,20,20,40
79215,Blue Ribbon Sushi,Japanese,11.93,Weekend,3,24,21,45
177078,Lantern Thai Kitchen,Thai,13.97,Weekend,5,28,29,57
276431,The Meatball Shop,Italian,14.02,Weekday,5,20,27,47
58898,Blue Ribbon Sushi,Japanese,8.1,Weekend,5,35,18,53
60397,Jack's Wife Freda,Mediterranean,12.18,Weekend,3,33,23,56
62359,Pylos,Mediterranean,35.41,Weekday,4,21,29,50
53947,Gaia Italian Cafe,Italian,8.78,Weekend,4,25,15,40
54365,Shake Shack,American,16.25,Weekend,5,27,23,50
104130,Blue Ribbon Sushi,Japanese,6.64,Weekend,4,23,15,38
60138,The Meatball Shop,American,15.86,Weekday,5,29,26,55
386766,Parm,Italian,17.03,Weekday,3,21,27,48
47440,Bareburger,American,24.2,Weekend,4,23,23,46
167986,J. G. Melon,American,8.25,Weekday,3,34,33,67
89844,Five Guys Burgers and Fries,American,12.08,Weekend,5,20,18,38
355592,CafÌ© China,Chinese,12.13,Weekend,4,27,25,52
362961,ilili Restaurant,Middle Eastern,16.49,Weekend,4,30,28,58
318095,Blue Ribbon Sushi Izakaya,Japanese,6.79,Weekend,5,32,30,62
72639,Sushi of Gari,Japanese,10.72,Weekday,5,30,26,56
294246,Piccolo Angolo,Italian,19.35,Weekend,4,29,29,58
142677,Chola Eclectic Indian Cuisine,Indian,8.73,Weekend,5,30,28,58
175101,TAO,Japanese,9.65,Weekend,4,25,18,43
320493,Vanessa's Dumplings,Chinese,16.78,Weekend,5,27,29,56
129486,Mamoun's Falafel,Mediterranean,12.61,Weekend,4,21,17,38
81405,RedFarm Broadway,Chinese,24.25,Weekend,5,29,22,51
154464,Westville Hudson,American,11.16,Weekend,4,24,20,44
151191,Pongsri Thai,Thai,20.18,Weekday,4,23,25,48
66373,Blue Ribbon Sushi Izakaya,Japanese,32.93,Weekend,4,21,19,40
367093,Parm,Italian,15.86,Weekday,4,30,24,54
94909,Parm,Italian,12.13,Weekend,4,29,26,55
111356,Blue Ribbon Sushi,Japanese,13.87,Weekday,4,31,30,61
70564,Rubirosa,Italian,14.12,Weekday,3,26,27,53
121686,TAO,Japanese,24.25,Weekend,4,22,21,43
142356,Blue Ribbon Sushi,Japanese,14.07,Weekday,4,35,29,64
7567,indikitch,Indian,5.58,Weekend,4,35,30,65
39029,Prosperity Dumpling,Chinese,13.63,Weekend,5,25,24,49
62359,RedFarm Hudson,Chinese,15.52,Weekend,5,30,18,48
283310,Shake Shack,American,8.73,Weekend,4,35,17,52
151333,Melt Shop,American,25.27,Weekend,5,27,30,57
103147,Hot Kitchen,Chinese,29.54,Weekend,5,34,28,62
115213,Junoon,Indian,9.22,Weekday,5,30,32,62
128600,Blue Ribbon Fried Chicken,American,15.33,Weekend,4,23,15,38
115610,Tamarind TriBeCa,Indian,12.13,Weekend,4,35,20,55
73873,Han Dynasty,Chinese,14.02,Weekend,4,24,15,39
270525,The Smile,American,8.39,Weekday,4,20,31,51
42424,Han Dynasty,Chinese,12.13,Weekend,5,33,27,60
84087,The Meatball Shop,Italian,16.49,Weekend,3,22,28,50
54081,Osteria Morini,Italian,9.22,Weekday,4,29,33,62
41136,The Meatball Shop,Italian,19.35,Weekend,5,27,20,47
304509,RedFarm Broadway,Chinese,22.8,Weekday,4,33,33,66
378482,Shake Shack,American,29.49,Weekend,4,34,24,58
38116,Ravagh Persian Grill,Middle Eastern,16.93,Weekend,5,33,21,54
58231,Rohm Thai,Thai,29.1,Weekend,4,31,23,54
367051,RedFarm Hudson,Chinese,15.04,Weekend,3,35,25,60
187187,Momoya,Japanese,11.59,Weekend,3,24,29,53
73175,Hill Country Fried Chicken,Southern,31.43,Weekday,5,25,28,53
49695,Blue Ribbon Fried Chicken,American,18.24,Weekend,4,21,16,37
52327,Nobu Next Door,Japanese,4.47,Weekend,5,28,26,54
370656,Vanessa's Dumplings,Chinese,8.98,Weekend,5,20,20,40
114400,Shake Shack,American,29.39,Weekday,4,23,33,56
59673,Dig Inn Seasonal Market,American,15.71,Weekday,5,27,26,53
66636,Shake Shack,American,29.1,Weekday,5,29,31,60
96921,Bareburger,American,8.39,Weekend,3,27,30,57
65009,Blue Ribbon Sushi Izakaya,Japanese,8.93,Weekend,5,28,18,46
283052,Han Dynasty,Chinese,13.0,Weekend,4,32,22,54
52832,Dos Caminos,Mexican,16.06,Weekend,5,35,19,54
348352,Olea,Mediterranean,6.69,Weekday,4,20,28,48
325272,Shake Shack,American,16.1,Weekend,4,28,24,52
165695,Jack's Wife Freda,Mediterranean,6.69,Weekend,5,21,16,37
126026,Nobu Next Door,Japanese,9.51,Weekend,4,25,29,54
352130,TAO,Japanese,12.08,Weekend,4,24,30,54
42018,Blue Ribbon Sushi,Japanese,5.82,Weekday,4,27,28,55
263426,Nobu Next Door,Japanese,9.41,Weekend,4,32,30,62
399520,Xe May Sandwich Shop,Vietnamese,14.07,Weekday,5,28,28,56
64151,Rubirosa,Italian,22.8,Weekday,5,32,27,59
74762,Cafeteria,American,12.23,Weekday,3,26,25,51
124085,Blue Ribbon Sushi Bar & Grill,Japanese,15.91,Weekend,5,31,16,47
102085,Otto Enoteca Pizzeria,Italian,9.61,Weekend,5,26,30,56
77857,Shake Shack,American,8.0,Weekend,4,24,30,54
373285,RedFarm Hudson,Chinese,12.08,Weekend,4,21,24,45
59673,Shake Shack,American,12.08,Weekday,4,27,27,54
63096,Rubirosa,Italian,14.12,Weekend,4,33,15,48
304365,Sarabeth's Restaurant,American,21.93,Weekend,5,25,27,52
176622,Cafe Mogador,Middle Eastern,15.91,Weekend,5,32,15,47
200631,Amy Ruth's,Southern,7.38,Weekday,4,24,29,53
91817,Shake Shack,American,21.39,Weekend,4,28,18,46
138024,Cho Dang Gol,Korean,29.25,Weekend,4,23,21,44
47879,El Parador Cafe,Mexican,13.19,Weekday,5,22,28,50
132753,Vanessa's Dumplings,Chinese,15.57,Weekend,5,33,28,61
404649,Parm,Italian,19.45,Weekday,4,28,28,56
41246,Shake Shack,American,25.17,Weekend,5,27,26,53
113972,RedFarm Hudson,Chinese,19.35,Weekend,4,31,15,46
209552,TAO,Japanese,12.61,Weekend,5,32,24,56
353331,Chipotle Mexican Grill $1.99 Delivery,Mexican,12.13,Weekend,5,34,19,53
70564,Jack's Wife Freda,Mediterranean,12.08,Weekend,5,30,19,49
70001,Dirty Bird to Go,American,12.08,Weekday,4,23,32,55
83287,Blue Ribbon Sushi Izakaya,Japanese,9.51,Weekend,4,35,21,56
366975,Blue Ribbon Sushi Bar & Grill,Japanese,4.85,Weekend,5,20,21,41
64153,Blue Ribbon Fried Chicken,American,14.07,Weekday,4,34,24,58
65561,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.1,Weekend,5,24,28,52
290266,Socarrat Paella Bar,Spanish,25.22,Weekend,5,23,20,43
53513,The Meatball Shop,Italian,31.33,Weekend,3,30,15,45
385426,Shake Shack,American,17.03,Weekday,5,35,32,67
52832,Don's Bogam BBQ & Wine Bar,Korean,12.23,Weekend,4,32,20,52
62161,Tamarind TriBeCa,Indian,6.07,Weekend,4,30,17,47
254913,Shake Shack,American,10.82,Weekend,4,34,20,54
289597,Han Dynasty,Chinese,9.51,Weekday,4,24,27,51
47440,Bareburger,American,8.73,Weekend,5,21,19,40
100999,Blue Ribbon Sushi Izakaya,Japanese,12.23,Weekday,4,26,26,52
74412,da Umberto,Italian,32.98,Weekend,5,30,28,58
54110,Parm,Italian,19.35,Weekday,4,23,26,49
236739,Xi'an Famous Foods,Chinese,19.45,Weekend,5,28,18,46
182252,Five Leaves,American,6.26,Weekday,5,31,26,57
345062,Alidoro,American,12.61,Weekend,4,34,22,56
142170,RedFarm Broadway,Chinese,13.1,Weekend,4,26,22,48
164131,Tony's Di Napoli,Italian,14.07,Weekend,5,22,27,49
167828,Shake Shack,American,15.57,Weekend,4,35,18,53
67345,Bareburger,American,13.05,Weekend,4,31,30,61
208186,Blue Ribbon Sushi Izakaya,Japanese,16.44,Weekend,4,32,23,55
78939,Blue Ribbon Sushi,Japanese,8.54,Weekend,5,34,25,59
227992,Nobu Next Door,Japanese,12.13,Weekend,4,28,16,44
304587,Westville Hudson,American,33.03,Weekend,5,25,18,43
62941,Cipriani Le Specialita,Italian,5.92,Weekend,5,35,30,65
389155,The Meatball Shop,Italian,32.98,Weekday,3,23,25,48
304112,Shake Shack,American,16.25,Weekday,5,27,31,58
90113,Blue Ribbon Sushi,Japanese,29.1,Weekend,5,20,16,36
197832,The Meatball Shop,Italian,12.08,Weekday,5,25,28,53
221394,Cafe Habana,Mexican,8.25,Weekend,4,21,29,50
381020,RedFarm Broadway,Chinese,8.2,Weekend,4,31,30,61
284835,Shake Shack,American,22.36,Weekday,3,20,32,52
143511,Chipotle Mexican Grill $1.99 Delivery,Mexican,16.44,Weekday,4,33,30,63
133701,The Loop,Japanese,24.3,Weekend,5,21,29,50
61181,The Meatball Shop,Italian,8.63,Weekday,4,28,27,55
91907,Momoya,Japanese,9.02,Weekend,4,21,30,51
78939,Blue Ribbon Sushi,Japanese,12.08,Weekend,5,31,16,47
175101,TAO,Japanese,15.76,Weekend,4,26,19,45
345429,Burger Joint,American,21.88,Weekend,5,26,24,50
125262,Barbounia,Mediterranean,5.77,Weekend,4,23,23,46
375704,Shake Shack,American,32.98,Weekend,3,22,21,43
124596,RedFarm Hudson,Chinese,29.1,Weekday,4,27,26,53
70315,Five Guys Burgers and Fries,American,14.12,Weekend,4,28,25,53
183520,Blue Ribbon Sushi,Japanese,11.59,Weekend,4,26,23,49
296554,Blue Ribbon Fried Chicken,American,9.75,Weekday,5,23,32,55
146456,Five Guys Burgers and Fries,American,12.18,Weekend,5,22,26,48
71613,Empanada Mama (closed),Mexican,15.57,Weekend,4,24,20,44
49010,Shake Shack,American,24.25,Weekend,5,34,24,58
64153,Blue Ribbon Fried Chicken,American,31.38,Weekend,3,35,20,55
314480,Shake Shack,American,15.76,Weekday,5,30,24,54
52574,Blue Ribbon Sushi,Japanese,24.25,Weekday,5,30,26,56
164131,Tony's Di Napoli,Italian,29.1,Weekend,5,26,19,45
52256,Han Dynasty,Chinese,12.08,Weekend,5,22,23,45
65806,Blue Ribbon Fried Chicken,American,12.13,Weekend,4,21,28,49
79215,Blue Ribbon Sushi,Japanese,15.86,Weekend,4,33,15,48
61181,Shake Shack,American,14.07,Weekend,5,33,25,58
85422,Saravanaa Bhavan,Indian,24.25,Weekday,5,29,26,55
344268,Sushi Choshi,Japanese,13.73,Weekend,3,35,27,62
53543,The Smile,American,12.18,Weekday,5,29,27,56
353331,Chipotle Mexican Grill $1.99 Delivery,Mexican,29.05,Weekend,4,28,27,55
294478,RedFarm Broadway,Chinese,32.98,Weekend,4,25,15,40
198802,Cafe Habana,Mexican,6.69,Weekday,5,26,31,57
58205,The Meatball Shop,Italian,24.3,Weekend,5,33,21,54
91108,Rubirosa,Italian,7.33,Weekend,5,26,22,48
245264,RedFarm Hudson,Chinese,9.12,Weekday,5,29,26,55
129122,Sarabeth's East,American,12.13,Weekend,4,34,30,64
328551,Kanoyama,Japanese,32.98,Weekend,5,35,16,51
42408,UVA Wine Bar & Restaurant,Italian,14.65,Weekday,5,32,25,57
94132,Parm,Italian,31.33,Weekend,4,24,16,40
67133,RedFarm Broadway,Chinese,9.65,Weekend,5,30,20,50
343554,Blue Ribbon Fried Chicken,American,12.95,Weekend,5,27,28,55
133222,P.J. Clarke's,American,21.34,Weekday,5,25,28,53
91722,Shake Shack,American,19.4,Weekend,5,32,15,47
43018,RedFarm Hudson,Chinese,6.69,Weekend,4,24,20,44
142356,Blue Ribbon Sushi,Japanese,12.13,Weekday,4,26,27,53
144997,Nobu Next Door,Japanese,15.91,Weekend,4,26,15,41
93308,Shake Shack,American,5.77,Weekend,4,28,18,46
367449,The Meatball Shop,Italian,12.23,Weekend,5,24,17,41
125834,The Meatball Shop,Italian,12.23,Weekend,5,25,19,44
390459,Shake Shack,American,12.18,Weekend,4,35,29,64
58025,Tamarind TriBeCa,Indian,11.64,Weekend,4,33,23,56
54630,V-Nam Cafe,Vietnamese,22.26,Weekend,5,33,26,59
384698,Don's Bogam BBQ & Wine Bar,Korean,14.07,Weekend,3,33,16,49
79215,Blue Ribbon Sushi,Japanese,16.49,Weekend,3,24,30,54
98735,The Meatball Shop,Italian,9.65,Weekday,5,34,28,62
386766,Parm,Italian,12.23,Weekend,4,21,30,51
70001,Han Dynasty,Chinese,12.18,Weekday,4,26,26,52
68775,Sushi of Gari Tribeca,Japanese,12.13,Weekend,5,25,30,55
130956,Blue Ribbon Sushi,Japanese,12.95,Weekend,5,25,16,41
259341,Momoya,Japanese,19.4,Weekend,4,27,16,43
228541,RedFarm Hudson,Chinese,29.1,Weekend,4,27,28,55
264399,Han Dynasty,Chinese,29.15,Weekday,4,20,24,44
124393,Amma,Indian,31.43,Weekday,5,20,27,47
357592,Blue Ribbon Sushi,Japanese,16.15,Weekend,3,23,21,44
232035,ilili Restaurant,Middle Eastern,8.97,Weekend,4,24,19,43
97991,Blue Ribbon Sushi Bar & Grill,Japanese,15.28,Weekday,5,24,29,53
317660,Shake Shack,American,10.24,Weekend,4,22,21,43
150865,Vanessa's Dumpling House,Chinese,29.1,Weekday,5,22,25,47
342777,Blue Ribbon Sushi,Japanese,12.9,Weekday,3,25,31,56
175290,Otto Enoteca Pizzeria,Italian,29.05,Weekend,5,24,18,42
135769,Blue Ribbon Sushi,Japanese,19.35,Weekend,5,26,23,49
259341,TAO,Japanese,12.71,Weekend,3,22,17,39
373152,Blue Ribbon Sushi,Japanese,24.3,Weekend,5,32,28,60
222073,The Smile,American,12.08,Weekend,5,27,25,52
133202,ilili Restaurant,Middle Eastern,29.25,Weekend,3,27,21,48
139755,Tortaria,Mexican,13.05,Weekend,5,23,19,42
97806,Shake Shack,American,25.22,Weekend,4,35,27,62
48677,Shake Shack,American,12.95,Weekend,4,32,19,51
27365,Nobu Next Door,Japanese,16.06,Weekend,4,31,23,54
87752,Shake Shack,American,29.05,Weekend,5,21,22,43
50260,Bareburger,American,5.63,Weekend,4,32,30,62
35631,Shake Shack,American,19.4,Weekend,5,32,24,56
196320,Parm,Italian,25.17,Weekday,4,33,32,65
47440,Bareburger,American,25.22,Weekday,3,31,27,58
184085,Hill Country Fried Chicken,Southern,14.84,Weekend,4,21,21,42
84087,The Meatball Shop,Italian,6.69,Weekend,5,25,22,47
140501,The Meatball Shop,Italian,22.36,Weekend,5,32,21,53
39275,TAO,Japanese,15.28,Weekend,5,20,27,47
120490,Parm,Italian,8.2,Weekday,4,34,24,58
56722,Shake Shack,American,22.31,Weekday,4,33,32,65
54110,Tamarind TriBeCa,Indian,12.23,Weekend,4,21,21,42
47386,Bubby's ,American,12.18,Weekday,4,28,31,59
63147,Shake Shack,American,12.61,Weekend,4,29,19,48
105087,Rubirosa,Italian,14.12,Weekday,4,26,32,58
41907,Hatsuhana,Japanese,14.07,Weekend,5,27,24,51
83469,Han Dynasty,Chinese,12.18,Weekday,3,33,29,62
67487,Blue Ribbon Sushi,Japanese,17.07,Weekend,4,27,15,42
96877,The Meatball Shop,Italian,12.18,Weekend,5,25,28,53
399729,Blue Ribbon Sushi,Japanese,8.83,Weekend,4,20,19,39
149984,Sushi of Gari 46,Japanese,14.31,Weekend,4,27,25,52
103049,TAO,Japanese,25.22,Weekend,5,28,17,45
232214,Terakawa Ramen,Japanese,14.65,Weekend,4,30,16,46
38050,Blue Ribbon Sushi,Japanese,12.71,Weekday,4,24,28,52
18902,Rubirosa,Italian,21.88,Weekend,4,28,27,55
140279,Blue Ribbon Sushi Bar & Grill,Japanese,12.95,Weekday,5,28,28,56
276192,Sushi of Gari Tribeca,Japanese,8.63,Weekend,5,33,28,61
68300,Blue Ribbon Fried Chicken,American,21.83,Weekend,4,20,27,47
325285,RedFarm Broadway,Chinese,5.48,Weekend,3,27,18,45
132137,Parm,Italian,22.36,Weekend,4,27,27,54
55334,Blue Ribbon Sushi,Japanese,12.13,Weekend,5,31,29,60
277898,Blue Ribbon Fried Chicken,American,12.18,Weekend,4,25,17,42
268365,Zero Otto Nove,Italian,12.18,Weekday,4,29,25,54
47440,Bareburger,American,12.18,Weekday,3,25,24,49
263426,TAO,Japanese,22.12,Weekday,5,32,30,62
148327,Shake Shack,American,33.03,Weekday,4,31,28,59
259341,Joe's Shanghai _Àü£¾÷´,Chinese,16.1,Weekend,5,31,22,53
270525,The Smile,American,22.26,Weekend,5,25,26,51
65589,Blue Ribbon Sushi Izakaya,Japanese,19.45,Weekday,5,33,32,65
74424,Shake Shack,American,15.77,Weekend,3,29,20,49
240093,The Meatball Shop,Italian,14.7,Weekday,5,30,24,54
263426,Shake Shack,American,14.07,Weekend,3,21,27,48
102801,ilili Restaurant,Middle Eastern,13.73,Weekday,5,22,33,55
97806,Shake Shack,American,12.61,Weekend,4,26,25,51
107240,Shake Shack,American,8.34,Weekend,5,21,30,51
385150,Blue Ribbon Sushi,Japanese,12.18,Weekend,4,27,16,43
371590,The Meatball Shop,Italian,29.15,Weekend,5,29,27,56
